title,snippet,link
Contributions and risks of artificial intelligence (AI) in building smarter cities: Insights from a systematic review of the literature,… the risks of wider AI utilization. (e) Upcoming disruptions of AI in cities and societies have not … Current and potential contributions of AI to the development of smarter cities are outlined in …,https://www.mdpi.com/1996-1073/13/6/1473/pdf
"Green artificial intelligence: Towards an efficient, sustainable and equitable technology for smart cities and futures","… AI approach—ie, green AI—to further support smart city transformation. The methodological approach includes a thorough appraisal of the current AI and smart city … of AI systems that …",https://www.mdpi.com/2071-1050/13/16/8952/pdf
Use of artificial intelligence in smart cities for smart decision-making: A social innovation perspective,"… Despite the extensive research outline explained above, our knowledge of the exact use of AI on the SDM process in smart cities is still limited and inconsistent in many ways. For …",https://www.mdpi.com/2071-1050/14/2/620/pdf
Artificial intelligence and robotics in smart city strategies and planned smart development,"… of smart cities on the one hand, and AI and robotics on the other, inevitably draws our attention to very important actors that shape much of the evolution of smart cities; that is, to cities …",https://www.mdpi.com/2624-6511/3/4/56/pdf
Artificial intelligence techniques for smart city applications,"… of smart monitoring, serving as a basis to categorize AI … of smart cities, which aspires to connect all aspects of urban life. The basis for connecting aspects of urban life in smart cities is …",https://www.researchgate.net/profile/Daniel-Luckey/publication/339042595_Artificial_intelligence_techniques_for_smart_city_applications/links/5e3a7b9e92851c7f7f1d1d18/Artificial-intelligence-techniques-for-smart-city-applications.pdf
Artificial intelligence for smart renewable energy sector in europe—smart energy infrastructures for next generation smart cities,… to Future Smart Cities research we contribute a new significant item in the research agenda: AI … set challenges for the design of future smart cities. Various aspects of this research study …,https://ieeexplore.ieee.org/iel7/6287639/8948470/09076660.pdf
A survey of explainable artificial intelligence for smart cities,"… as there is a developing situation amongst policymakers in smart cities with this loss of explainability of AI-based black-box models, which is a primary problem in the acceptability of …",https://www.mdpi.com/2079-9292/12/4/1020/pdf
"Artificial intelligence, transport and the smart city: Definitions and dimensions of a new mobility era","… in English for the nexus of AI, transport and the smart city. The Scopus search which … and multidisciplinary literature between AI, transport and the smart city would be identified and …",https://www.mdpi.com/2071-1050/12/7/2789/pdf
Participatory AI: Reducing AI bias and developing socially responsible AI in smart cities,… A protocol is proposed for smart city AI so that AI can be seen as an ethical and trustworthy city … will be followed by a proposed protocol for participatory AI governance for smart cities. …,https://www.researchgate.net/profile/Gregory-Falco/publication/333916704_Participatory_AI_Reducing_AI_Bias_and_Developing_Socially_Responsible_AI_in_Smart_Cities/links/5d0c7115299bf1547c71673b/Participatory-AI-Reducing-AI-Bias-and-Developing-Socially-Responsible-AI-in-Smart-Cities.pdf
A survey of natural language generation,"… of the research on Natural Language Generation (NLG) over the past two decades, especially in relation to data-to-text generation and text-to-text generation deep learning methods, as …",https://arxiv.org/pdf/2112.11739
Survey of hallucination in natural language generation,"… Natural Language Generation (NLG) has improved … such as Transformer-based language models. This advancement … , dialogue generation, and data-to-text generation. However, it is …",https://arxiv.org/pdf/2202.03629
Unifying human and statistical evaluation for natural language generation,"… We apply HUSE to four natural language generation tasks (Section 5): language modeling, chitchat dialogue, story generation, and summarization. First, we show that human …",https://arxiv.org/pdf/1904.02792
Pretraining-based natural language generation for text summarization,"… a novel natural language generation model based on pre-trained language models (we use … As far as we know, this is the first work to extend BERT to the sequence generation task. To …",https://arxiv.org/pdf/1902.09243
"Bart: Denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension","Bart: Denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension Bart: Denoising sequence-to-sequence pre-training for …",https://fq.pkwyx.com/default/https/aclanthology.org/2020.acl-main.703.pdf
Natural language generation and deep learning for intelligent building codes,"… -text generation (eg, [11]) in the domains of computer science and natural language generation (… Thus, there is a need for semantic NLG-based methods for representing and generating …",https://par.nsf.gov/servlets/purl/10350199
The woman worked as a babysitter: On biases in language generation,"… To the best of our knowledge, there has not been a detailed study on biases in open-ended natural language generation. As with any newer task in natural language processing, …",https://arxiv.org/pdf/1909.01326
Evaluation of text generation: A survey,"… The paper surveys evaluation methods of natural language generation (NLG) systems that … and long text generation, and conclude the paper by proposing future research directions.…",https://arxiv.org/pdf/2006.14799
Bold: Dataset and metrics for measuring biases in open-ended language generation,… biases in various Natural language processing (NLP… natural language generation. There are different ways in which biases can manifest themselves in open-ended language generation…,https://arxiv.org/pdf/2101.11718
Pre-trained language models for text generation: A survey,"… generation, also known as natural language generation, has been one ofthe most important sub-fields in natural language … and readable text in a human language, from the input data in …",https://arxiv.org/pdf/2201.05273
Mass: Masked sequence to sequence pre-training for language generation,"… natural language generation tasks is not feasible, since BERT is designed for … of language generation tasks including NMT, text summarization and conversational response generation, …",https://arxiv.org/pdf/1905.02450
A survey of knowledge-enhanced text generation,"… Furthermore, we review methods for a variety of natural language generation applications in each section to help practitioners choose, learn, and use the methods. In total, we discuss …",https://arxiv.org/pdf/2010.04389
Recent advances in natural language processing via large pre-trained language models: A survey,… Gopher [38] relies on a mix of language generation and using the probabilities generated by the LM to solve downstream tasks by framing them as multiple-choice tasks. …,https://arxiv.org/pdf/2111.01243
Vqgan-clip: Open domain image generation and editing with natural language guidance,"… Our focus is on producing images of high visual quality that are semantically meaningful in relation to a natural language prompt, which we demonstrate in this section. This in fact …",https://arxiv.org/pdf/2204.08583
Neural machine translation: A review,"… The field of machine translation (MT), the automatic translation of written text from one … been superseded by neural machine translation (NMT), which tackles translation with a single …",https://www.jair.org/index.php/jair/article/download/12007/26611/
A survey of multilingual neural machine translation,"… machine translation (MNMT), which has gained a lot of traction in recent years. MNMT has been useful in improving translation quality as a result of translation … machine translation …",https://dl.acm.org/doi/pdf/10.1145/3406095
Nearest neighbor machine translation,"… 4.2 MULTILINGUAL MACHINE TRANSLATION Next, we apply kNN-MT to multilingual machine translation, to measure its ability to add capacity to a model when using very large …",https://arxiv.org/pdf/2010.00710
An overview on machine translation evaluation,"… translation and neural translation research. The evaluation task of machine translation is not only to evaluate the quality of machine translation, but also to give timely feedback to …",https://arxiv.org/pdf/2202.11027
An effective approach to unsupervised machine translation,"… While machine translation has traditionally relied on large amounts of parallel corpora, a re… to train both Neural Machine Translation (NMT) and Statistical Machine Translation (SMT) …",https://arxiv.org/pdf/1902.01313
Human and machine translation,"… to translation and machine translation. It attempts to dispel some myths about translation, and stresses the importance of translators … translations as training data for machine translation. …",https://library.oapen.org/bitstream/handle/20.500.12657/61713/external_content.pdf?sequence=1#page=35
Evaluating gender bias in machine translation,… Figure 2: Google Translate’s performance on gender translation on our tested languages. The performance on … Bleu: a method for automatic evaluation of machine translation. In ACL. …,https://arxiv.org/pdf/1906.00591
Gender bias in machine translation,"Abstract Machine translation (MT) technology has facilitated our daily tasks by providing accessible shortcuts for gathering, processing, and communicating information. However, it can …",https://direct.mit.edu/tacl/article-pdf/doi/10.1162/tacl_a_00401/1957705/tacl_a_00401.pdf
Beyond english-centric multilingual machine translation,"… This paper is organized as follows: first, we introduce several standard components of modern machine translation and explain how they apply in the multilingual setting (Section § 2), …",https://www.jmlr.org/papers/volume22/20-1307/20-1307.pdf
"Experts, errors, and context: A large-scale study of human evaluation for machine translation","… machine generated translations. This demonstrates that professionally generated human translations still outperform machine generated translations. … human and machine translations, …",https://direct.mit.edu/tacl/article-pdf/doi/10.1162/tacl_a_00437/1979261/tacl_a_00437.pdf
Machine translation: Where are we at today,,https://doras.dcu.ie/24598/1/MTChapterJune2018.pdf
Getting gender right in neural machine translation,"… , both in human and machine translations (Mirkin et al., 2015… However, in the field of Machine Translation (MT) one of the … fluency and adequacy of the translated sentence. Furthermore…",https://arxiv.org/pdf/1909.05088
Semi-supervised learning for neural machine translation,"While end-to-end neural machine translation (NMT) has made remarkable progress recently, NMT systems only rely on parallel corpora for parameter estimation. Since parallel corpora …",https://arxiv.org/pdf/1606.04596
Learning deep transformer models for machine translation,Transformer is the state-of-the-art model in recent machine translation evaluations. Two strands of research are promising to improve models of this kind: the first uses wide networks (…,https://arxiv.org/pdf/1906.01787
How good are gpt models at machine translation? a comprehensive evaluation,"… for machine translation has not been thoroughly investigated. In this paper, we present a comprehensive evaluation of GPT models for machine translation… different translation directions …",https://arxiv.org/pdf/2302.09210
"Simple, scalable adaptation for neural machine translation","… Fine-tuning pre-trained Neural Machine Translation (NMT) models is the dominant approach for … model for most language pairs, paving the way towards universal machine translation. …",https://arxiv.org/pdf/1909.08478
Machine translation and global research: Towards improved machine translation literacy in the scholarly community,… toward better use of off-the-shelf machine translation systems. In Proceedings of the 20th annual conference of the European association for machine translation (EAMT) (pp. 47–52). …,https://www.academia.edu/download/105148198/asi.2432520230820-1-q021lw.pdf
A survey on neural speech synthesis,"… speech (TTS), or speech synthesis, which aims to synthesize intelligible and natural speech given text, is a hot research topic in speech… the quality of synthesized speech in recent years. …",https://arxiv.org/pdf/2106.15561
A review of deep learning based speech synthesis,"… > pairs to learn effective feature representations to bridge the gap between text and speech, … in the speech synthesis field, this paper firstly introduces the traditional speech synthesis …",https://www.mdpi.com/2076-3417/9/19/4050/pdf
Speech synthesis evaluation—state-of-the-art assessment and suggestion for a novel research program,"… an alternative program for synthesis evaluation, which is … an alternative strategy towards speech synthesis evaluation, … of existing approaches towards synthesis quality measurement (…",https://core.ac.uk/download/pdf/222968548.pdf
LPCNet: Improving neural speech synthesis through linear prediction,… This work demonstrates that the efficiency of speaker-independent speech synthesis can be improved by combining newer neural synthesis techniques with the much older technique of …,https://arxiv.org/pdf/1810.11846
Waveglow: A flow-based generative network for speech synthesis,"… However, high quality, real-time speech synthesis remains a challenging task. Speech synthesis … Beyond the quality challenges, real-time speech synthesis has challenging speed and …",https://arxiv.org/pdf/1811.00002.pdf?source=post_page---------------------------
Naturalspeech: End-to-end text-to-speech synthesis with human-level quality,"… In this section, we introduce the formal definition of humanlevel quality in text-to-speech synthesis, and describe how to judge whether a TTS system achieves human-level quality or not…",https://arxiv.org/pdf/2205.04421
Lrspeech: Extremely low-resource speech synthesis and recognition,"… In this paper, we developed LRSpeech, a speech synthesis and recognition system under the extremely low-resource setting, which supports rare languages with low data costs. We …",https://arxiv.org/pdf/2008.03687
High fidelity speech synthesis with adversarial networks,"… to-Speech. Our architecture is composed of a conditional feed-forward generator producing raw speech audio, … We show that GAN-TTS is capable of generating high-fidelity speech with …",https://arxiv.org/pdf/1909.11646
Speedyspeech: Efficient neural speech synthesis,"… speech synthesis, there has not been a system capable of fast training, fast inference and high-quality audio synthesis … -than-real-time spectrogram synthesis, with low requirements on …",https://arxiv.org/pdf/2008.03802
Fastdiff: A fast conditional diffusion model for high-quality speech synthesis,"… to speech synthesis. This paper proposes FastDiff, a fast conditional diffusion model for high-quality speech synthesis. … Based on FastDiff, we design an end-to-end text-to-speech synthe…",https://discovery.ucl.ac.uk/id/eprint/10156662/1/2204.09934.pdf
Hifi-gan: Generative adversarial networks for efficient and high fidelity speech synthesis,… influences the quality of speech synthesis through the ablation … speech synthesis applications. HiFi-GAN shows excellent ability to generalize unseen speakers and synthesize speech …,https://proceedings.neurips.cc/paper_files/paper/2020/file/c5d736809766d46260d816d8dbc9eb44-Paper.pdf
Flowtron: an autoregressive flow-based generative network for text-to-speech synthesis,"… Nearly all the research into speech synthesis since the 1960s has focused on adding … speech. But in spite of this, the typical speech synthesis problem is formulated as a text to speech …",https://arxiv.org/pdf/2005.05957
Styletts: A style-based generative model for natural and diverse text-to-speech synthesis,"… the reference speech … speech (TTS), also known as speech synthesis, has made significant strides with the advent of deep learning, producing increasingly human-like synthetic speech …",https://arxiv.org/pdf/2205.15439
Learning latent representations for style control and transfer in end-to-end speech synthesis,"… (VAE) to an end-to-end speech synthesis model, to learn the latent representation of … feeding it into TTS network to guide the style in synthesizing speech. To avoid Kullback-Leibler (KL) …",https://arxiv.org/pdf/1812.04342
Flashspeech: Efficient zero-shot speech synthesis,… Recent progress in large-scale zero-shot speech synthesis … Efficient speech synthesis using a lower computing budget to … -scale zero-shot speech synthesis system with approximately 5…,https://arxiv.org/pdf/2404.14700
Delightfultts: The microsoft speech synthesis system for blizzard challenge 2021,"… rate to ensure high fidelity and quality for speech synthesis. There is a tradeoff in the task … In our case, the quality of speech synthesis would be constrained by the acoustic model if …",https://arxiv.org/pdf/2110.12612
Speech synthesis using EEG,… speech as well as using EEG recorded in parallel with listening utterances. We provide EEG based speech synthesis … the feasibility of synthesizing speech directly from EEG features. …,https://arxiv.org/pdf/2002.12756
Emotional speech synthesis with rich and granularized control,"This paper proposes an effective emotion control method for an end-to-end text-to-speech (TTS) system. To flexibly control the distinct characteristic of a target emotion category, it is …",https://arxiv.org/pdf/1911.01635
Human-centered AI,… scope of artificial intelligence (AI) to include humancentered AI (HCAI) ways of thinking. This expansion from an algorithm-focused view to embrace a human-centered perspective can …,https://issues.org/wp-content/uploads/2021/01/56%E2%80%9361-Shneiderman-Human-Centered-AI-Winter-2021.pdf
What is human-centered about human-centered AI? A map of the research landscape,"… the term Human-Centered AI or Human-Centered ML. As such, we engaged with work that explicitly used the terms ‘human-centered artifcial intelligence’ or ‘human-centered machine …",https://eprints.qut.edu.au/240755/1/What_is_human_centered_about_human_centered_AI_a_map_of_the_research_landscape.pdf
Human-centered AI: The role of Human-centered Design Research in the development of AI,"… Similarly, Stanford University established an Institute for Human-centered AI. This … for designing AI systems human-centered, including the ethically and trustworthy development of AI. …",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1178&context=drs-conference-papers
From human-computer interaction to human-AI Interaction: new challenges and opportunities for enabling human-centered AI,… computing systems and AI systems. We further elaborate on the human-centered AI (HCAI) … Our review and analysis highlight unique issues in developing AI systems which HCI …,https://ask.qcloudimg.com/draft/8440711/g1248z60qv.pdf
Transitioning to human interaction with AI systems: New challenges and opportunities for HCI professionals to enable human-centered AI,… we need to drive human-centered solutions to timely … human-centered AI systems. Such changes will inevitably bring about a paradigmatic shift for HCI research and application in the AI …,https://arxiv.org/pdf/2105.05424
Human-centered artificial intelligence: Three fresh ideas,"… This commentary endorses a Human-Centered AI approach for designing and developing systems that supports human self-efficacy, encourage creativity, clarify responsibility, and …",https://scholar.archive.org/work/exghnjlitvbdfazdm5ykorzafy/access/wayback/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1136&context=thci
Human‐centered artificial intelligence and machine learning,"… term human-centered AI to … Human-centered AI can encompass more than those issues and in this desiderata we look at the broader scope of what it means to have human-centered AI, …",https://arxiv.org/pdf/1901.11184
"Human-centered artificial intelligence: Reliable, safe & trustworthy","… -dimensional framework of Human-Centered Artificial Intelligence (HCAI) … artificial intelligence (AI) researchers, developers, journalists, and promoters. I assume a broad definition of AI …",https://arxiv.org/pdf/2002.04087
Toward human-centered AI: a perspective from human-computer interaction,"… human and machine (AI), can make contributions to algorithm modeling, training, and testing. By following a human-centered ML approach as an example, AI and HCI professionals can …",https://www.researchgate.net/profile/Wei-Xu-151/publication/335383054_User-centered_design_IV_Human-centered_artificial_intelligence/links/5e8635e24585150839b94685/User-centered-design-IV-Human-centered-artificial-intelligence.pdf
Six human-centered artificial intelligence grand challenges,"… to create AI technologies that are human-centered, that is, … of human-centered artificial intelligence (HCAI). In essence, these challenges advocate for a human-centered approach to AI …",https://www.tandfonline.com/doi/pdf/10.1080/10447318.2022.2153320
Interactive human centered artificial intelligence: a definition and research challenges,"… However, attempting to defining this term can help to uncover what challenges we will face when working towards an Interactive Human Centered Artificial Intelligence. In the following I …",https://uni.ubicomp.net/as/iHCAI2020.pdf
What is critical for human-centered AI at work?–Toward an interdisciplinary theory,… a theory of human-centered AI will … human-centered AI and will show how they can be meaningfully integrated to answer the research question of what is critical for human-centered AI …,https://www.frontiersin.org/articles/10.3389/frai.2023.1257057/pdf
Human-centered and sustainable artificial intelligence in industry 5.0: Challenges and perspectives,… of AI use. This article explores the key challenges associated with the human-centered artificial intelligence (HCAI… What does the human-centered AI approach mean in the context of the …,https://www.mdpi.com/2071-1050/16/13/5448/pdf
Ethics and privacy of artificial intelligence: Understandings from bibliometrics,"… In this section, we review the current debate on the ethical and privacy issues surrounding AI … line and mainly use AI ethics as a set of these ethical and privacy issues in relation to AI. …",https://opus.lib.uts.edu.au/bitstream/10453/151211/2/AI%20Ethics%20-%20Bibliometrics%20Revision.pdf
AI and human rights: balancing innovation and privacy in the digital age,"… AI has both advanced and threatened human rights. The paper delves into the critical need for explainable and transparent AI, … the legal landscape concerning AI and privacy rights. The …",https://www.researchgate.net/profile/Rajan-Rayhan/publication/372743882_AI_and_Human_Rights_Balancing_Innovation_and_Privacy_in_the_Digital_Age/links/64c525b6cda2775c03d23cd4/AI-and-Human-Rights-Balancing-Innovation-and-Privacy-in-the-Digital-Age.pdf
IoT solution for AI-enabled PRIVACY-PREServing with big data transferring: an application for healthcare using blockchain,"… On the other hand, the techniques of artificial intelligence … an IoT solution for AI-enabled privacy-preserving with big data … nodes using the artificial intelligence approach and achieves …",https://www.mdpi.com/1996-1073/14/17/5364/pdf
Artificial intelligence and privacy,"… whether privacy law is appropriate for addressing AI. In this Article, I contend that although existing privacy law falls far short of addressing the privacy problems with AI, privacy law …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4713111
Artificial intelligence: Risks to privacy and democracy,Artificial intelligence (AI) is the most disruptive technology of the modern era. Its impact is likely to dwarf even the development of the internet as it enters every corner of our lives. Many …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3273016
Will AI end privacy? How do we avoid an Orwellian future,… 3 AI and privacy We will also soon have AI privacy assistants sitting on all our devices. Their sole job will be to protect your privacy and defend your security. They will monitor all …,https://link.springer.com/content/pdf/10.1007/s00146-022-01433-y.pdf
AI-driven public services and the privacy paradox: do citizens really care about their privacy?,"… privacy calculus theory, we derive hypotheses on the role of perceived usefulness and privacy risks of artificial intelligence (AI) … AI-driven public service. Despite general concerns about …",https://www.tandfonline.com/doi/pdf/10.1080/14719037.2022.2063934
Privacy and artificial intelligence: challenges for protecting health information in a new era,"… for implementing AI have resulted in poor protection of privacy. … Appropriate safeguards must be in place to maintain privacy … consider privacy concerns with commercial healthcare AI, …",https://link.springer.com/content/pdf/10.1186/s12910-021-00687-3.pdf
"Trustworthy distributed ai systems: Robustness, privacy, and governance","… of regulations on AI robustness, AI privacy, and AI fairness in … design of trustworthy distributed AI systems and applications. … distributed AI through robustness guarantee, privacy …",https://dl.acm.org/doi/pdf/10.1145/3645102
The role of privacy regulations in ai development (A Discussion of the Ways in Which Privacy Regulations Can Shape the Development of AI),… Balancing privacy protections with the need for innovation in AI … privacy regulations on the availability of data for AI development: ------------- 62 3. The impact of privacy regulations on AI …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4589207
Protecting privacy in an AI-driven world,"… current checkerboard of federal and state privacy, it will need to … in artificial intelligence systems. In this brief, I discuss some potential concerns regarding artificial intelligence and privacy…",https://safeaitf.org/wp-content/uploads/2024/04/Protecting-privacy-in-an-AI-driven-world-_-Brookings.pdf
Undermining user privacy on mobile devices using AI,"… a serious threat to user privacy. This is because applications … greatly be enhanced with advanced AI techniques. In particular… In summary, our results show that thanks to advanced AI …",https://dl.acm.org/doi/pdf/10.1145/3321705.3329804
Privacy-preserving artificial intelligence techniques in biomedicine,… AI methods that can learn from sensitive data while protecting individuals' privacy. Method This paper provides a structured overview of recent advances in privacy-preserving AI …,https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0041-1740630.pdf
"Privacy-Preserving Architectures for AI/ML Applications: Methods, Balances, and Illustrations","… panorama of privacy-preserving AI/… privacy protection in AI/ML applications, enabling organizations to make informed decisions and craft robust privacy-preserving strategies for their AI …",https://ojs.boulibrary.com/index.php/JAIGS/article/download/117/85
Privacy-Preserving AI: Unveiling the Power of Differential Privacy,"… to stringent privacy regulations and ethical standards. By embracing Privacy-Preserving AI, we embark on a transformative journey towards a future where innovation and privacy are …",http://mzjournal.com/index.php/MZJAI/article/download/50/45
A survey of privacy risks and mitigation strategies in the Artificial Intelligence life cycle,"… Each of these stages can introduce unique threats to individual’s privacy and have an … , we examine privacy risks in different phases of the AI life cycle and review the existing privacy-…",https://ieeexplore.ieee.org/iel7/6287639/10005208/10155147.pdf
"A survey on metaverse: Fundamentals, security, and privacy","… artificial intelligence, and blockchain, metaverse is stepping from science fiction to an upcoming reality. However, severe privacy … , security, and privacy of metaverse. Specifically, we first …",https://arxiv.org/pdf/2203.02662
AI-enabled privacy-preservation phrase with multi-keyword ranked searching for sustainable edge-cloud networks in the era of industrial IoT,"… However, data privacy and protection should be ensured using encryption techniques … Thus, this paper presents a privacy-preservation phrase with multi-keyword ranked searching (…",https://ujcontent.uj.ac.za/view/pdfCoverPage?instCode=27UOJ_INST&filePid=135902150007691&download=true
Protecting data privacy in the age of AI-enabled ophthalmology,"Digital data privacy is a rapidly evolving concept in health care. As electronic records have … Data” and artificial intelligence (AI), this issue has become increasingly important. Big Data …",https://tvst.arvojournals.org/arvo/content_public/journal/tvst/938366/i2164-2591-661-1-2460.pdf
Privacy and data protection in ChatGPT and other AI Chatbots: strategies for securing user information,"… of data privacy risks in LLM chatbots, this paper addresses this research gap by reviewing the data privacy risks associated with LLM chatbots. Further, to mitigate these privacy concerns…",https://www.igi-global.com/viewtitle.aspx?titleid=325475
Developing privacy-preserving AI systems: The lessons learned,… Abstract—Advances in customers’ data privacy laws create pressures and pain points across the entire lifecycle of AI products. Working figures such as data scientists and data engi…,https://fabianboemer.com/files/developing-privacy-preserving-ai-systems-lessons-learned.pdf
Predictive privacy: Collective data protection in the context of artificial intelligence and big data,"… As I will argue, the problem of predictive privacy denotes a limit to the … of data privacy as the individual's right to control what data is shared about them. The issue of predictive privacy …",https://journals.sagepub.com/doi/pdf/10.1177/20539517231166886
Data privacy threat modelling for autonomous systems: A survey from the gdpr's perspective,… related vulnerabilities in such AI-based systems plays … data privacy threat modelling techniques with the focal point of whether such techniques are applicable for modelling data privacy …,https://eprints.gla.ac.uk/285501/1/285501.pdf
Problematic interactions between AI and health privacy,"… The advent of artificial intelligence-alongside the big data with which it is trained and on … to protect medical data privacy in at least two ways. First, Al enables actors with big data and …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3797161
"Poor quality data, privacy, lack of certifications: the lethal triad of new technologies in intensive care","… trustworthy AI … AI and ML in daily clinical practice. In particular, considering the development of clinical decision support systems (CDSS) using AI models, specific requirements on data …",https://www.academia.edu/download/108702289/s00134-021-06473-4.pdf
Privacy-preserving crowd-guided AI decision-making in ethical dilemmas,"… Based on the above observations, in our study of privacy protection for crowdsourced data collection in AI ethics, we will consider two variants for the meaning of neighboring datasets: 1…",https://arxiv.org/pdf/1906.01562
Federated learning for privacy-preserving: A review of PII data analysis in Fintech,… that privacy has increased significantly. The ethical concept associated with data privacy has also … It ensured the development of AI and machine learning while keeping privacy in data …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4323967
Using nlp and machine learning to detect data privacy violations,"Privacy concerns are constantly increasing in different sectors. Regulations such as the EU's General Data … Furthermore, we discuss how our proposal can effectively act as a Privacy …",https://estudogeral.uc.pt/bitstream/10316/93821/1/WORKSHOP_ON_SECURITY_AND_PRIVACY_IN_BIG_DATA__Camera_Ready.pdf
How to dp-fy ml: A practical guide to machine learning with differential privacy,"… not other important privacy principles including … differential privacy to provide anonymization1 guarantees for the data used in training ML models. Privacy protection, and even privacy …",https://www.jair.org/index.php/jair/article/download/14649/26952
Bayesian differential privacy for machine learning,"… privacy guarantees in ML often excessively reduces accuracy. We propose Bayesian differential privacy (BDP), … to provide more practical privacy guarantees. We also derive a general …",http://proceedings.mlr.press/v119/triastcyn20a/triastcyn20a.pdf
The value of collaboration in convex machine learning with differential privacy,… tension between quality improvement of trained ML models and the privacy concerns for data sharing. We investigate a machine learning setup in which a learner wants to train a model …,https://arxiv.org/pdf/1906.09679
Preserving user privacy for machine learning: Local differential privacy or federated machine learning?,"… has raised increasing public concerns about privacy risks and security breaches. … privacy-preserving machine learning, namely local differential privacy and federated machine …",https://ira.lib.polyu.edu.hk/bitstream/10397/95579/1/Zheng_Preserving_User_Privacy.pdf
Local differential privacy for deep learning,… leak privacy when trained on highly sensitive crowd-sourced data such as medical data. The existing privacy-… and reach a potentially untrusted machine learning service. This feature is …,https://arxiv.org/pdf/1908.02997
An overview of privacy in machine learning,"… provided a literature review on privacy and machine learning. We provided ample background information on relevant concepts, including machine learning, differential privacy, etc., as …",https://arxiv.org/pdf/2005.08679
Diffprivlib: the IBM differential privacy library,"… machine learning models have been presented that satisfy di erential privacy, presenting a genuine opportunity to perform privacy-… with the popular machine learning library Scikit-learn, …",https://arxiv.org/pdf/1907.02444
More than privacy: Applying differential privacy in key areas of artificial intelligence,"… In addition to the three areas of focus in this article – machine learning, deep learning and multi-agent learning – there are many other interesting areas of research in AI that have also …",https://ieeexplore.ieee.org/iel7/69/4358933/09158374.pdf
The limits of differential privacy (and its misuse in data release and machine learning),… Differential privacy is not a silver bullet for all privacy problems. … Differential privacy is a neat privacy definition that can co-exist with certain well-defined data uses in the context of …,https://dl.acm.org/doi/pdf/10.1145/3433638
Deep learning with label differential privacy,"… The widespread adoption of machine learning in recent years … We recall the definition of differential privacy (DP), which is … this work, we focus on the notion of label differential privacy. …",https://proceedings.neurips.cc/paper/2021/file/e3a54649aeec04cf1c13907bc6c5c8aa-Paper.pdf
Personalized federated learning with differential privacy,… personalized federated learning with a differential privacy in a heterogeneous IoT setting. … for collaboratively training multiple personalized machine learning models from the data stored …,https://par.nsf.gov/servlets/purl/10183051
Enhancing correlated big data privacy using differential privacy and machine learning,"… —In our proposed work, we used the parallel combination of differential privacy to apply the differential privacy algorithm over the partitioned dataset. This step is a solution to reduce …",https://link.springer.com/content/pdf/10.1186/s40537-023-00705-8.pdf
A survey on differentially private machine learning,"… Backgrounds In this section, we will introduce the def inition of differential privacy, the princi ple differential privacy mechanisms and then present a brief overview of machine learning. …",https://ieeexplore.ieee.org/iel7/10207/9064728/09064731.pdf
Evaluating differentially private machine learning in practice,"… This section surveys how differential privacy has been used in machine learning applications, with a particular focus on the compromises implementers have made to obtain satisfactory …",https://www.usenix.org/system/files/sec19-jayaraman.pdf
"Differential privacy preservation in deep learning: Challenges, opportunities and solutions",… needed for machine learning. The differential privacy method to protect user private data has been gradually recognized in the industry as a practical standard for privacy protection. …,https://ieeexplore.ieee.org/iel7/6287639/8600701/08683991.pdf
When machine learning meets privacy: A survey and outlook,"… the privacy preservation problems and machine learning is … art in privacy issues and solutions for machine learning. The … privacy and machine learning: (i) private machine learning, (ii…",https://arxiv.org/pdf/2011.11819
Medical imaging deep learning with differential privacy,"… Privacy-preserving machine learning is a nascent area of AI … Our work utilises Gaussian Differential Privacy, a recently … the outlook on the spent privacy budget compared to previous …",https://www.nature.com/articles/s41598-021-93030-0.pdf
Federated learning with differential privacy: Algorithms and performance analysis,"… calls for data mining and learning securely and reliably in distributed systems [1]–[3]. When integrating AI into a variety of IoT applications, distributed machine learning (ML) is preferred …",https://ieeexplore.ieee.org/ielaam/10206/8833568/9069945-aam.pdf
Computational Intelligence in Data Mining-Volume 3,… of Computational Intelligence in the field … Computational Intelligence and Data Mining. • Improve the exchange of ideas and coherence between the various Computational Intelligence …,https://www.academia.edu/download/54458021/978-81-322-2202-6.pdf
Big data analytics: Computational intelligence techniques and application areas,… Different computational intelligence techniques have been … combination of Big Data and Computational Intelligence (CI) and … We present a case study for intelligent transportation in the …,https://pureportal.coventry.ac.uk/files/23233843/Binder2.pdf
EEG-based brain-computer interfaces (BCIs): A survey of recent studies on signal sensing technologies and computational intelligence approaches and their …,"… EEG-based intelligent BCI systems can facilitate continuous … technologies and computational intelligence approaches in BCI … -of-the-art computational intelligence techniques, including …",https://arxiv.org/pdf/2001.11337
